"","ND251_34","ND251_HSC","ND251_LMPP","ND251_MPP"
"HOXA1",166,160,171,139
"HOXA4",180,188,105,188
"HOXA6",168,142,153,189
"HOXB13",107,111,49,79
"HOXC6",98,168,130,181
"HSF1",15,64,167,87
"HSF2",160,180,76,165
"IRF1",165,149,179,93
"IRF2",140,178,134,176
"IRF3",97,179,47,137
"IRF4",74,41,14,53
"JUN",127,181,15,183
"JUNB",153,91,92,114
"JUND",194,194,192,194
"KLF1",109,157,62,76
"KLF10",86,35,12,77
"KLF3",148,189,174,171
"KLF4",137,77,45,103
"KLF9",174,137,5,12
"KMT2A",34,36,69,25
"LHX2",149,132,115,96
"MAF",121,116,35,125
"MAFF",24,28,41,51
"MAFK",69,32,164,66
"MECOM",175,108,83,123
"MEF2A",95,71,106,41
"MEF2C",124,123,163,133
"MEIS1",126,60,82,126
"MITF",61,62,28,44
"MNT",103,106,65,22
"MXI1",26,16,107,4
"MYB",89,74,71,154
"MYBL2",25,13,128,14
"MYC",151,65,177,169
"MYOD1",8,10,39,6
"NANOG",62,169,147,142
"NFAT5",31,24,32,28
"NFATC1",147,66,16,119
"NFE2",29,31,42,72
"NFIC",80,75,33,91
"NFYA",164,172,137,105
"NFYB",44,103,151,146
"NKX2-1",92,25,3,101
"NR2C2",40,105,146,82
"NR2F2",159,130,8,89
"NRF1",17,39,74,58
"ONECUT1",57,51,55,49
"OTX2",133,67,121,88
"PAX5",99,82,184,10
"PBX1",19,23,21,20
"PBX3",115,150,157,152
"PGR",182,147,143,170
"POU2F1",16,9,86,63
"POU2F2",51,18,73,35
"PPARG",56,48,189,141
"PRDM1",94,141,44,140
"PRDM14",134,173,144,127
"RARG",54,107,56,147
"RBPJ",145,135,102,116
"RELA",152,167,145,186
"REST",167,126,141,174
"RFX2",42,44,149,85
"RFX5",186,185,111,161
"RUNX1",68,12,97,27
"RUNX2",117,84,156,40
"RUNX3",132,183,117,187
"RXRA",150,87,61,100
"RXRG",66,128,194,162
"SETDB1",100,85,113,60
"SIX5",170,154,50,149
"SMAD3",13,158,38,130
"SOX17",81,30,88,42
"SP1",18,55,98,75
"SP4",146,119,80,185
"SPI1",139,47,193,21
"SPIB",114,90,131,8
"SREBF1",93,58,122,84
"SRF",45,95,48,45
"STAT1",120,159,181,159
"STAT2",181,114,123,131
"STAT3",71,153,75,124
"STAT4",79,22,1,13
"STAT5A",136,175,188,99
"STAT5B",118,104,185,120
"TBP",157,113,22,30
"TCF12",96,121,30,150
"TCF21",87,42,57,5
"TCF3",191,191,161,191
"TCF4",135,125,52,128
"TCF7L2",111,148,112,136
"TEAD4",162,127,78,83
"TFAP2A",6,14,68,3
"TFAP2C",53,140,17,109
"TFAP4",188,182,91,172
"TFDP1",50,40,54,48
"THAP1",37,79,94,39
"TP63",102,68,162,145
"TP73",73,117,36,80
"USF1",129,61,116,57
"USF2",85,143,67,117
"VDR",67,50,176,115
"VEZF1",11,115,190,19
"XBP1",138,166,165,155
"YY1",161,176,96,182
"ZBTB33",179,151,9,111
"ZBTB7A",130,171,100,178
"ZBTB7B",110,27,79,59
"ZEB1",178,138,63,132
"ZFP42",184,133,95,158
"ZFX",183,190,159,167
"ZKSCAN1",22,5,166,18
"ZNF143",82,72,120,62
"ZNF263",9,76,64,166
"ZNF384",177,139,93,180
"ZNF76",12,29,40,32
