"","ND251_34","ND251_HSC","ND251_LMPP","ND251_MPP"
"TCF4",103,82,176,147
"TCF7L2",127,8,73,70
"TEAD4",178,71,96,177
"TFAP2A",43,73,10,13
"TFAP2C",106,70,16,42
"TFAP4",145,164,141,35
"TFDP1",113,144,20,44
"THAP1",142,41,107,33
"TP63",167,172,58,79
"TP73",97,56,108,125
"USF1",184,106,119,112
"USF2",4,76,22,36
"VDR",25,91,47,52
"VEZF1",10,78,43,68
"XBP1",179,110,181,166
"YY1",171,149,99,126
"ZBTB33",94,114,105,98
"ZBTB7A",33,167,174,171
"ZBTB7B",109,75,28,76
"ZEB1",144,65,154,122
"ZFP42",185,133,179,96
"ZFX",164,134,165,182
"ZKSCAN1",35,120,71,27
"ZNF143",18,12,182,10
"ZNF263",193,159,29,23
"ZNF384",42,130,76,64
"ZNF76",27,127,15,152
