"","ND251_34","ND251_HSC","ND251_LMPP","ND251_MPP"
"KMT2A",83,97,34,159
"LHX2",137,34,168,40
"MAF",43,83,49,41
"MAFF",10,25,1,24
"MAFK",176,130,166,189
"MECOM",166,122,128,10
"MEF2A",64,164,35,122
"MEF2C",161,78,158,130
"MEIS1",50,49,62,152
"MITF",16,18,50,36
"MNT",62,26,13,102
"MXI1",21,177,18,174
"MYB",118,173,59,3
"MYBL2",42,125,33,11
"MYC",113,35,148,92
"MYOD1",19,120,5,16
"NANOG",122,158,103,61
"NFAT5",20,132,76,48
"NFATC1",145,175,71,4
"NFE2",7,10,58,136
"NFIC",101,99,113,65
"NFYA",149,13,149,147
"NFYB",112,135,85,52
"NKX2-1",60,47,69,90
"NR2C2",61,69,38,83
"NR2F2",187,129,164,104
"NRF1",38,114,41,187
"ONECUT1",70,176,27,39
"OTX2",124,149,160,120
"PAX5",58,124,91,86
"PBX1",53,5,55,151
"PBX3",22,75,157,113
"PGR",79,170,125,116
"POU2F1",67,88,82,167
"POU2F2",77,21,29,78
"PPARG",135,159,90,95
"PRDM1",142,38,108,74
"PRDM14",54,52,115,110
"RARG",74,123,144,88
"RBPJ",95,101,131,85
"RELA",146,98,156,35
"REST",169,115,178,160
"RFX2",13,139,6,14
"RFX5",188,41,174,168
"RUNX1",44,3,31,19
"RUNX2",34,59,67,9
"RUNX3",167,17,167,69
"RXRA",86,148,134,81
"RXRG",89,113,137,77
"SETDB1",134,127,81,107
"SIX5",126,118,182,176
"SMAD3",164,30,126,190
"SOX17",28,44,44,76
"SP1",57,56,142,18
"SP4",99,50,100,70
"SPI1",138,31,92,51
"SPIB",141,90,93,29
"SREBF1",151,96,112,32
"SRF",127,155,99,186
"STAT1",156,102,102,30
"STAT2",157,140,127,68
"STAT3",179,7,122,66
"STAT4",26,4,15,161
"STAT5A",153,54,187,111
"STAT5B",69,58,161,140
"TBP",106,107,48,98
"TCF12",147,157,159,125
"TCF21",87,37,94,44
"TCF3",191,186,191,171
"TCF4",143,81,145,133
"TCF7L2",144,110,105,132
"TEAD4",136,156,176,121
"TFAP2A",90,184,2,139
"TFAP2C",63,79,77,53
"TFAP4",71,112,106,138
"TFDP1",17,117,75,115
"THAP1",15,94,11,28
"TP63",172,188,95,100
"TP73",140,180,104,146
"USF1",123,87,124,75
"USF2",165,172,111,150
"VDR",91,39,130,131
"VEZF1",3,61,83,63
"XBP1",117,151,118,165
"YY1",183,105,181,38
"ZBTB33",171,104,120,181
"ZBTB7A",116,147,139,97
"ZBTB7B",59,128,114,145
"ZEB1",177,6,152,99
"ZFP42",170,142,173,62
"ZFX",168,181,189,157
"ZKSCAN1",8,116,17,64
"ZNF143",93,169,45,25
"ZNF263",5,12,8,170
"ZNF384",107,183,183,43
"ZNF76",35,80,28,128
