"","ND251_34","ND251_HSC","ND251_LMPP","ND251_MPP"
"IRF4",27,32,23,48
"JUN",76,114,68,34
"JUNB",91,139,104,116
"JUND",192,192,192,194
"KLF1",132,68,2,86
"KLF10",64,57,177,75
"KLF3",184,188,168,171
"KLF4",180,189,164,188
"KLF9",63,162,159,41
"KMT2A",101,9,180,119
"LHX2",106,164,129,124
"MAF",131,85,35,82
"MAFF",16,19,119,2
"MAFK",166,71,113,185
"MECOM",113,157,132,155
"MEF2A",7,101,77,104
"MEF2C",167,163,182,92
"MEIS1",133,70,27,54
"MITF",79,51,58,57
"MNT",135,123,53,133
"MXI1",160,74,112,106
"MYB",118,84,85,12
"MYBL2",30,31,21,44
"MYC",103,144,166,77
"MYOD1",123,11,153,9
"NANOG",70,61,74,100
"NFAT5",150,34,44,96
"NFATC1",171,112,142,24
"NFE2",73,5,10,49
"NFIC",152,18,90,113
"NFYA",175,118,107,151
"NFYB",71,62,120,51
"NKX2-1",21,56,108,10
"NR2C2",145,102,72,81
"NR2F2",137,169,188,97
"NRF1",22,8,117,153
"ONECUT1",67,40,59,64
"OTX2",162,150,111,147
"PAX5",29,147,82,109
"PBX1",25,2,15,32
"PBX3",58,137,96,176
"PGR",140,148,152,173
"POU2F1",161,44,9,112
"POU2F2",37,14,56,42
"PPARG",111,128,94,108
"PRDM1",84,99,124,70
"PRDM14",78,134,175,71
"RARG",129,92,16,90
"RBPJ",178,158,154,161
"RELA",110,166,178,186
"REST",149,149,176,146
"RFX2",23,20,31,43
"RFX5",188,177,13,164
"RUNX1",6,13,42,13
"RUNX2",62,72,45,55
"RUNX3",114,174,157,128
"RXRA",105,59,80,98
"RXRG",119,95,140,126
"SETDB1",92,104,92,141
"SIX5",183,129,122,156
"SMAD3",61,77,100,46
"SOX17",19,96,18,18
"SP1",108,26,139,74
"SP4",56,138,103,76
"SPI1",127,88,116,61
"SPIB",90,131,83,120
"SREBF1",102,58,163,60
"SRF",57,153,50,19
"STAT1",153,152,167,165
"STAT2",20,165,172,72
"STAT3",99,79,101,66
"STAT4",48,33,7,20
"STAT5A",168,183,145,143
"STAT5B",104,121,48,166
"TBP",5,98,87,140
"TCF12",187,125,43,162
"TCF21",13,64,141,7
"TCF3",189,191,193,191
"TCF4",151,105,81,118
"TCF7L2",86,154,155,163
"TEAD4",164,161,162,180
"TFAP2A",154,41,76,4
"TFAP2C",4,82,19,31
"TFAP4",97,140,151,192
"TFDP1",147,47,24,8
"THAP1",68,52,67,52
"TP63",130,110,65,93
"TP73",47,78,86,62
"USF1",10,94,146,28
"USF2",87,29,158,139
"VDR",59,42,109,65
"VEZF1",72,81,84,50
"XBP1",155,155,187,145
"YY1",170,180,29,102
"ZBTB33",124,116,128,110
"ZBTB7A",148,178,89,181
"ZBTB7B",35,76,105,107
"ZEB1",159,109,191,138
"ZFP42",117,171,33,158
"ZFX",172,181,171,187
"ZKSCAN1",11,37,14,21
"ZNF143",39,17,110,89
"ZNF263",107,22,40,91
"ZNF384",182,185,138,174
"ZNF76",24,30,3,69
